"","trial","set_size","rt","accuracy","response","correct_response","mapping","condition","location","color","locations","colors","mean_accuracy4","mean_accuracy8","mean_accuracy_combined","capacity4","capacity8","capacity_combined","exclude_chance","exclude_4","exclude_inattention"
"1",1,8,"772","true","s","s","ks","d","b","orange","b,a,f,e,g,i,k,j","green,yellow,cyan,black,magenta,blue,brown,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"2",2,4,"675","true","k","k","ks","s","c","green","c,e,i,j","green,cyan,orange,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"3",3,8,"565","true","s","s","ks","d","g","black","a,b,e,d,g,i,l,k","cyan,magenta,red,blue,yellow,brown,orange,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"4",4,8,"499","true","s","s","ks","d","g","blue","c,a,d,f,g,h,l,j","orange,yellow,red,green,magenta,cyan,black,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"5",5,4,"699","true","k","k","ks","s","l","orange","c,d,g,l","red,brown,blue,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"6",6,8,"620","false","s","k","ks","s","a","yellow","c,a,f,d,g,h,k,j","brown,yellow,green,black,magenta,blue,orange,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"7",7,8,"531","false","s","k","ks","s","l","orange","c,b,e,f,g,i,l,j","blue,green,cyan,black,yellow,red,orange,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"8",8,8,"711","true","k","k","ks","s","a","green","b,a,d,e,h,i,k,l","orange,green,cyan,magenta,blue,yellow,red,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"9",9,4,"558","true","s","s","ks","d","j","blue","a,f,h,j","magenta,cyan,orange,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"10",10,8,"639","true","s","s","ks","d","l","magenta","c,a,e,f,h,i,l,j","black,yellow,orange,green,cyan,red,blue,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"11",11,4,"580","false","k","s","ks","d","l","yellow","b,e,h,l","brown,magenta,green,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"12",12,8,"563","true","s","s","ks","d","d","cyan","c,b,e,d,h,i,l,j","orange,green,black,blue,magenta,brown,red,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"13",13,8,"544","false","s","k","ks","s","f","orange","c,b,e,f,h,g,k,l","yellow,brown,red,orange,black,magenta,blue,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"14",14,4,"727","true","k","k","ks","s","k","red","b,f,g,k","blue,black,green,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"15",15,4,"729","true","k","k","ks","s","i","red","b,d,i,k","orange,blue,red,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"16",16,4,"633","true","s","s","ks","d","c","yellow","c,d,h,l","blue,green,orange,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"17",17,4,"788","true","k","k","ks","s","k","brown","c,f,g,k","green,orange,black,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"18",18,8,"673","false","s","k","ks","s","l","blue","c,b,e,d,h,g,l,j","red,magenta,black,yellow,cyan,brown,blue,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"19",19,8,"576","true","k","k","ks","s","a","magenta","c,a,e,d,h,i,k,j","red,magenta,cyan,green,black,blue,brown,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"20",20,8,"582","false","k","s","ks","d","b","magenta","c,b,f,d,i,h,k,j","cyan,blue,green,yellow,black,orange,brown,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"21",21,4,"521","true","s","s","ks","d","h","red","b,f,h,k","blue,black,brown,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"22",22,4,"692","true","k","k","ks","s","c","black","c,e,g,j","black,red,yellow,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"23",23,8,"510","true","s","s","ks","d","k","brown","b,a,d,f,i,g,k,j","cyan,blue,black,magenta,red,yellow,orange,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"24",24,8,"535","false","s","k","ks","s","e","green","c,a,e,f,g,h,k,j","brown,blue,green,cyan,black,orange,magenta,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"25",25,8,"369","true","s","s","ks","d","k","red","b,c,d,f,h,g,k,j","blue,magenta,yellow,orange,brown,cyan,green,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"26",26,4,"525","true","s","s","ks","d","h","red","a,f,h,k","magenta,black,yellow,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"27",27,4,"504","true","k","k","ks","s","a","red","a,d,g,j","red,blue,magenta,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"28",28,4,"369","true","s","s","ks","d","c","black","c,d,h,l","cyan,blue,green,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"29",29,4,"535","true","s","s","ks","d","l","red","b,e,i,l","green,yellow,cyan,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"30",30,4,"556","false","s","k","ks","s","g","orange","a,e,g,k","black,blue,orange,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"31",31,8,"583","true","k","k","ks","s","a","magenta","a,b,d,f,i,g,k,j","magenta,yellow,orange,black,red,blue,brown,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"32",32,4,"481","true","k","k","ks","s","f","green","c,f,h,k","blue,green,brown,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"33",33,8,"634","true","s","s","ks","d","g","orange","a,c,e,f,g,h,l,j","cyan,green,magenta,black,red,blue,brown,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"34",34,8,"430","true","k","k","ks","s","f","brown","b,c,e,f,i,h,l,j","yellow,cyan,red,brown,black,blue,magenta,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"35",35,8,"459","true","s","s","ks","d","g","red","a,c,d,f,g,h,l,k","brown,yellow,orange,green,magenta,blue,cyan,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"36",36,8,"468","true","s","s","ks","d","g","green","b,c,d,f,g,i,k,j","cyan,blue,brown,magenta,black,yellow,red,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"37",37,8,"504","true","s","s","ks","d","d","orange","c,b,d,f,g,h,k,j","cyan,blue,brown,black,green,yellow,red,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"38",38,8,"433","true","k","k","ks","s","i","yellow","a,c,e,d,g,i,j,l","orange,red,black,brown,green,yellow,cyan,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"39",39,8,"1014","false","k","s","ks","d","f","brown","b,a,f,e,h,i,j,l","orange,yellow,green,blue,magenta,red,black,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"40",40,8,"544","false","s","k","ks","s","l","magenta","c,a,d,f,i,h,l,k","cyan,black,blue,brown,yellow,red,magenta,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"41",41,4,"617","true","k","k","ks","s","l","red","a,e,i,l","cyan,magenta,brown,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"42",42,8,"697","true","s","s","ks","d","f","black","b,a,f,e,g,i,l,k","orange,green,yellow,blue,brown,magenta,cyan,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"43",43,4,"531","true","s","s","ks","d","c","yellow","c,f,g,k","red,magenta,orange,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"44",44,8,"522","false","s","k","ks","s","c","green","c,a,d,f,h,g,l,k","green,brown,cyan,blue,orange,yellow,red,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"45",45,8,"634","false","s","k","ks","s","b","blue","b,c,f,d,g,h,l,k","blue,yellow,cyan,orange,green,black,red,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"46",46,4,"608","true","s","s","ks","d","e","yellow","c,e,h,j","red,blue,magenta,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"47",47,4,"587","true","s","s","ks","d","b","red","b,f,g,j","blue,yellow,brown,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"48",48,8,"494","true","s","s","ks","d","b","yellow","c,b,e,d,i,g,k,l","blue,green,brown,red,cyan,orange,black,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"49",49,4,"558","true","s","s","ks","d","e","yellow","a,e,h,j","red,blue,magenta,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"50",50,8,"563","false","s","k","ks","s","g","orange","b,c,f,e,g,h,j,k","yellow,green,magenta,blue,orange,red,brown,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"51",51,4,"590","false","s","k","ks","s","k","magenta","a,e,i,k","blue,yellow,green,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"52",52,4,"445","true","k","k","ks","s","e","cyan","b,e,g,j","blue,cyan,orange,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"53",53,8,"704","false","s","k","ks","s","i","magenta","b,a,f,d,i,g,j,k","yellow,blue,red,brown,magenta,cyan,orange,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"54",54,4,"507","true","s","s","ks","d","j","yellow","c,e,g,j","magenta,green,black,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"55",55,4,"554","true","k","k","ks","s","g","yellow","c,e,g,j","orange,cyan,yellow,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"56",56,8,"536","true","s","s","ks","d","d","green","b,c,e,d,h,i,k,j","orange,yellow,cyan,brown,blue,red,black,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"57",57,8,"691","true","k","k","ks","s","e","black","a,c,e,f,g,i,l,j","orange,green,black,brown,magenta,red,blue,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"58",58,4,"456","true","s","s","ks","d","b","orange","b,f,g,j","cyan,magenta,brown,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"59",59,8,"486","true","k","k","ks","s","e","black","c,b,d,e,h,g,l,j","orange,magenta,green,black,cyan,brown,yellow,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"60",60,4,"546","true","s","s","ks","d","d","blue","c,d,g,l","green,black,yellow,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"61",61,4,"475","true","s","s","ks","d","e","blue","c,e,g,k","magenta,yellow,orange,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"62",62,8,"427","false","s","k","ks","s","j","green","b,c,d,e,h,g,l,j","cyan,black,brown,red,yellow,magenta,blue,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"63",63,4,"561","true","k","k","ks","s","k","black","a,d,h,k","red,orange,green,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"64",64,4,"399","true","k","k","ks","s","f","black","a,f,i,l","brown,black,cyan,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"65",65,4,"376","true","k","k","ks","s","e","magenta","a,e,i,k","cyan,magenta,green,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"66",66,4,"403","true","k","k","ks","s","b","magenta","b,d,i,k","magenta,cyan,yellow,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"67",67,8,"351","true","s","s","ks","d","l","black","b,a,d,f,i,h,j,l","red,yellow,green,blue,magenta,brown,orange,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"68",68,4,"338","false","s","k","ks","s","l","orange","b,e,h,l","black,brown,magenta,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"69",69,8,"478","true","s","s","ks","d","e","red","c,a,e,f,i,g,l,k","brown,green,black,orange,yellow,cyan,blue,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"70",70,4,"522","true","s","s","ks","d","f","black","a,f,g,j","blue,yellow,cyan,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"71",71,8,"812","true","k","k","ks","s","d","brown","c,b,d,e,g,i,k,l","red,blue,brown,orange,yellow,cyan,green,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"72",72,8,"439","false","s","k","ks","s","k","cyan","a,c,d,f,i,h,j,k","red,yellow,black,green,brown,orange,magenta,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"73",73,8,"521","true","s","s","ks","d","e","orange","b,a,e,f,h,g,j,k","magenta,red,brown,green,black,blue,yellow,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"74",74,8,"686","false","k","s","ks","d","b","orange","a,b,e,f,h,i,l,j","green,black,red,magenta,yellow,brown,blue,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"75",75,8,"593","true","k","k","ks","s","d","cyan","b,a,d,f,i,g,l,k","magenta,brown,cyan,orange,blue,yellow,red,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"76",76,4,"696","true","k","k","ks","s","b","red","b,e,g,j","red,orange,cyan,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"77",77,4,"598","true","s","s","ks","d","b","red","b,d,h,l","black,green,cyan,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"78",78,8,"498","true","k","k","ks","s","b","red","c,b,d,f,i,g,l,k","black,red,green,brown,orange,cyan,magenta,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"79",79,4,"786","true","k","k","ks","s","b","brown","b,d,g,j","brown,magenta,blue,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"80",80,4,"494","true","s","s","ks","d","b","blue","b,d,h,k","yellow,green,magenta,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"81",81,8,"653","true","k","k","ks","s","f","brown","a,b,f,d,g,i,k,l","black,magenta,brown,blue,red,orange,cyan,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"82",82,8,"596","false","s","k","ks","s","j","black","a,c,e,f,h,i,j,l","blue,magenta,yellow,cyan,green,red,black,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"83",83,8,"515","false","k","s","ks","d","k","magenta","a,c,e,f,g,i,k,l","yellow,green,red,blue,brown,black,orange,cyan",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"84",84,8,"639","true","s","s","ks","d","d","brown","a,b,d,f,h,g,k,j","black,blue,orange,magenta,green,red,cyan,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"85",85,8,"685","true","k","k","ks","s","f","black","b,a,f,d,i,h,k,l","green,cyan,black,orange,brown,yellow,blue,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"86",86,8,"582","true","s","s","ks","d","i","black","b,a,f,d,h,i,k,l","green,brown,red,cyan,yellow,blue,orange,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"87",87,4,"495","true","s","s","ks","d","b","red","b,d,h,j","brown,cyan,black,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"88",88,4,"534","false","s","k","ks","s","d","yellow","b,d,g,k","black,yellow,brown,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"89",89,8,"436","true","s","s","ks","d","g","brown","c,b,e,f,g,h,k,l","cyan,yellow,black,green,blue,magenta,red,orange",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"90",90,4,"503","false","s","k","ks","s","k","yellow","c,d,i,k","green,blue,red,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"91",91,8,"566","true","s","s","ks","d","j","blue","c,a,e,d,h,i,l,j","magenta,cyan,brown,green,orange,yellow,red,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"92",92,8,"743","false","k","s","ks","d","f","brown","b,a,e,f,i,h,k,j","black,cyan,green,red,yellow,blue,orange,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"93",93,8,"500","true","s","s","ks","d","i","green","a,c,f,e,h,i,j,l","blue,black,orange,red,yellow,magenta,cyan,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"94",94,8,"472","true","s","s","ks","d","j","orange","c,a,e,f,i,h,j,k","yellow,cyan,red,green,brown,magenta,blue,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"95",95,8,"588","false","s","k","ks","s","d","cyan","c,b,f,d,i,h,j,l","magenta,green,yellow,cyan,black,blue,red,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"96",96,4,"614","true","k","k","ks","s","c","black","c,d,i,l","black,yellow,orange,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"97",97,4,"549","false","k","s","ks","d","a","red","a,e,g,k","orange,green,cyan,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"98",98,4,"481","true","s","s","ks","d","l","green","c,e,i,l","orange,black,brown,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"99",99,8,"700","true","s","s","ks","d","b","green","b,a,d,f,i,g,j,l","yellow,brown,magenta,red,blue,orange,cyan,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"100",100,4,"567","false","s","k","ks","s","i","magenta","c,e,i,j","blue,yellow,magenta,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"101",101,4,"579","true","s","s","ks","d","i","brown","c,f,i,k","red,yellow,blue,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"102",102,4,"581","true","k","k","ks","s","g","cyan","a,f,g,k","blue,red,cyan,yellow",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"103",103,8,"524","true","s","s","ks","d","l","orange","a,c,d,e,h,i,l,k","black,cyan,magenta,yellow,blue,red,green,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"104",104,4,"492","true","s","s","ks","d","f","magenta","b,f,h,j","black,brown,orange,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"105",105,8,"422","false","k","s","ks","d","h","blue","b,c,f,d,g,h,k,l","black,cyan,green,orange,red,magenta,yellow,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"106",106,4,"648","true","k","k","ks","s","d","blue","a,d,g,k","brown,blue,yellow,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"107",107,8,"514","true","s","s","ks","d","j","red","a,c,f,d,g,h,j,k","orange,cyan,green,brown,magenta,blue,yellow,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"108",108,4,"859","true","k","k","ks","s","d","magenta","b,d,g,l","brown,magenta,blue,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"109",109,4,"920","true","s","s","ks","d","h","black","b,d,h,k","cyan,red,magenta,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"110",110,4,"856","false","s","k","ks","s","k","magenta","b,e,g,k","orange,black,green,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"111",111,8,"1037","false","k","s","ks","d","j","green","b,a,f,e,h,g,j,l","orange,brown,red,yellow,black,blue,cyan,magenta",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"112",112,4,"1153","false","s","k","ks","s","a","green","a,f,g,j","green,cyan,red,blue",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"113",113,8,"950","false","s","k","ks","s","d","orange","b,c,d,e,g,h,l,j","black,magenta,orange,brown,red,cyan,yellow,green",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"114",114,8,"1047","true","s","s","ks","d","k","black","b,c,f,e,i,g,j,k","yellow,cyan,red,orange,green,magenta,blue,brown",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"115",115,8,"856","true","s","s","ks","d","h","blue","b,a,f,e,h,g,l,k","cyan,orange,brown,green,black,magenta,yellow,red",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
"116",116,4,"932","false","s","k","ks","s","b","orange","b,f,g,k","orange,green,cyan,black",0.789473684210526,0.650793650793651,0.720133667502089,2.31578947368421,2.41269841269841,2.36424394319131,FALSE,FALSE,FALSE
